,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_subclass,tree_cluster,tree_class,marker_sum_norm_label,Norm_Marker_Sum.0.4_label,patched_cell_container,cell_name,rna_amplification_pass_fail,Genes.Detected.CPM
71,H19.06.351.11.06.01.05,4.616099409570448,1.665100810129321,0.36071597736329236,3.202242051906002,0.6937116746807642,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.05,Patch Tube,P8S4_190321_356_A01,lindsayn,3,6.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,50.0,4.1,,,,,,,65.0,65.0,7.27,4.28,2.97,15:55:21,,,,15:56:13,16:03:29,16:07:46,16:10:44,,None,,,Channel_Recording,None,None,None,None,None,,,"downsampled
reran prepulse",,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.05,P8S4_190321_356_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,50.4,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,1.0217337432617746,True,P8S4_190321_356_A01,H19.06.351.11.06.01.05,Pass,11541.0
72,H19.03.302.11.06.01.03,2.987027726093,1.175167618520342,0.39342373967765226,1.955047639596916,0.6545127192890497,2.0.7,01/22/2019,18:46:25,2019-01-22,2019.0,1.0,22.0,01/21/2019,11/13/2018,12/05/2018,No,Human,H19.03.302.11.06.01,H19.03.302.11.06.01.03,Patch Tube,P8S4_190122_357_A01,lindsayn,5,5.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,3000.0,66.0,4.6,,,,,,,50.0,50.0,5.57,3.1,1.98,20:11:50,,,,20:13:11,20:18:45,20:21:51,20:23:50,,None,,,Channel_Recording,None,None,None,None,None,,,lost channel seal after tails,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.302,H19.03.302.11.06.01.03,P8S4_190122_357_A01,not applicable,MTG,EPhys_190121_02_B03_H,H19.03.302,,66.9,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB COL22A1,Glutamatergic,0.5224732400423368,True,P8S4_190122_357_A01,H19.03.302.11.06.01.03,Pass,11070.0
73,H19.06.351.11.06.01.06,4.075437762521775,1.63525218649494,0.40124577573798814,2.784332258856172,0.6831983264377715,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.06,Patch Tube,P8S4_190321_357_A01,lindsayn,3,7.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,2000.0,43.0,4.2,,,,,,,60.0,60.0,9.93,4.38,2.5,16:34:50,,,,16:36:15,16:46:11,16:50:34,16:53:04,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.06,P8S4_190321_357_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,43.1,Matching JEM & LIMS Information,Pax6,Inh L1-2 PAX6 CDH12,GABAergic,1.1082610723872466,True,P8S4_190321_357_A01,H19.06.351.11.06.01.06,Pass,9646.0
74,H19.03.309.11.08.02.05,6.539272307491651,2.683406659120583,0.4103524876990312,5.146466444765028,0.7870090436315109,2.0.8,04/19/2019,13:11:28,2019-04-19,2019.0,4.0,19.0,04/18/2019,04/04/2019,03/28/2019,No,Human,H19.03.309.11.08.02,H19.03.309.11.08.02.05,Patch Tube,P8S4_190419_358_A01,lindsayn,3,7.0,,,,,SUCCESS,,,Cortical,FCx_L1,FCx,L1,4.0,,nucleus_present,no,2000.0,48.0,5.2,,,,,,,45.0,45.0,6.83,3.23,3.0,15:42:05,,,,15:43:14,15:50:04,15:53:18,15:56:18,16:03:29,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.309,H19.03.309.11.08.02.05,P8S4_190419_358_A01,not applicable,SFG,EPhys_190415_06_A01_H,H19.03.309,,48.5,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.336680254374038,True,P8S4_190419_358_A01,H19.03.309.11.08.02.05,Pass,9519.0
75,H19.06.351.11.16.02.06,6.828826494967327,2.84044759944324,0.4159495927355276,4.486914270088058,0.6570549527645491,2.0.8,03/21/2019,16:52:58,2019-03-21,2019.0,3.0,21.0,03/21/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.16.02,H19.06.351.11.16.02.06,Patch Tube,P2S4_190321_056_A01,rustym,4,10.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,3.0,,nucleus_present,intentionally,1000.0,72.3,4.2,,,,,,,30.0,30.0,4.7,1.08,2.32,22:06:44,,,,22:08:28,22:13:10,22:14:15,22:16:34,,None,,,Channel_Recording,None,None,None,None,None,,,playing around with WC and Rs comp,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.16.02.06,P2S4_190321_056_A01,not applicable,MTG,EPhys_190318_03_B03_H,H19.06.351,,72.3,Matching JEM & LIMS Information,Pax6,Inh L1-2 PAX6 CDH12,GABAergic,0.8950688312000452,True,P2S4_190321_056_A01,H19.06.351.11.16.02.06,Pass,8782.0
76,H19.03.320.11.13.01.03,7.983313528580498,3.327570777459302,0.41681574518481584,5.109335259502384,0.6400018289662321,2.0.8,08/27/2019,15:25:58,2019-08-27,2019.0,8.0,27.0,08/26/2019,07/30/2019,07/29/2019,No,Human,H19.03.320.11.13.01,H19.03.320.11.13.01.03,Patch Tube,P8S4_190827_355_A01,lindsayn,5,3.0,,,,,SUCCESS,Negative,,Cortical,TCx_L3,TCx,L3,4.0,,nucleus_present,no,2000.0,72.0,3.5,,,,,,,60.0,60.0,7.25,3.42,15.7,16:39:50,,,,16:41:03,16:48:18,16:51:43,17:07:25,17:12:13,None,,,Channel_Recording,None,None,None,None,None,I think my slice may be placed sideways,,#comp WC 7.967 corr 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.320,H19.03.320.11.13.01.03,P8S4_190827_355_A01,negative,MTG,EPhys_190826_02_A03_H,H19.03.320,,72.9,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,0.7150828801535049,True,P8S4_190827_355_A01,H19.03.320.11.13.01.03,Pass,12793.0
77,H23.03.309.12.62.09,3.44836759952203,1.471680903170137,0.4267761080269178,2.263056564218907,0.6562689443354542,2.1.5,09/19/2023,10:25:39,2023-09-19,2023.0,9.0,19.0,09/18/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.12.62,H23.03.309.12.62.09,Patch Tube,PCS4_230919_159_A01,kamiliamn,2,10.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,no,1000.0,100.6,5.3,No,No,50.0,Not Applicable,Not Applicable,No,50.0,60.0,10.1,4.17,2.78,16:02:03,,16:04:00,16:05:00,16:05:19,16:15:25,16:19:35,16:22:22,16:30:37,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.12.62.09,PCS4_230919_159_A01,positive,TP,EPhys_230918_02_B02_H,,,100.6,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,0.8179366252759259,True,PCS4_230919_159_A01,H23.03.309.12.62.09,Pass,12947.0
78,H19.06.351.11.06.01.04,9.33035532653588,4.053699354951607,0.4344635561116021,5.450167368665827,0.5841328843249246,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.04,Patch Tube,P8S4_190321_355_A01,lindsayn,3,5.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,45.0,4.7,,,,,,,50.0,50.0,7.15,1.8,3.6,15:25:29,,,,15:26:51,15:34:00,15:35:48,15:39:24,,None,,,Channel_Recording,None,None,None,None,None,,,downsampled,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.04,P8S4_190321_355_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,45.5,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB ESR1,Glutamatergic,1.0389704079757758,True,P8S4_190321_355_A01,H19.06.351.11.06.01.04,Pass,10562.0
79,H23.51.010.21.58.01.02,12.50022336891107,5.633999616602435,0.45071191532581617,7.168867085132621,0.5734991186607188,2.1.5,07/18/2023,11:10:27,2023-07-18,2023.0,7.0,18.0,07/17/2023,06/08/2023,04/20/2023,No,Human,H23.51.010.21.58.01,H23.51.010.21.58.01.02,Patch Tube,PCS4_230718_352_A01,audreym,4,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,OCx_L6,OCx,L6,1.0,1.0,nucleus_present,intentionally-surface,1250.0,50.0,4.4,No,Yes,120.0,Not Applicable,Not Applicable,No,23.0,47.0,10.2,4.12,9.27,13:56:29,,13:59:27,14:00:51,14:01:55,14:12:07,14:16:14,14:25:30,14:34:48,CN1390,,,Channel_Recording,None,None,None,None,None,MTG,,,,,,,,Homo Sapiens,hIVSCC-METc-SCH,H23.51.010,H23.51.010.21.58.01.02,PCS4_230718_352_A01,positive,,EPhys_230717_02_B03_H,,,60.7,Matching JEM & LIMS Information,Sst,Inh L5-6 SST KLHDC8A,GABAergic,1.0145694616026024,True,PCS4_230718_352_A01,H23.51.010.21.58.01.02,Pass,9593.0
80,H19.06.351.11.06.01.01,3.417527173239689,1.540958057221882,0.4508985529912,2.20301487405166,0.6446224894133858,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.01,Patch Tube,P8S4_190321_352_A01,lindsayn,3,1.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,1500.0,53.0,4.9,,,,,,,55.0,55.0,8.72,2.38,2.7,13:42:35,,,,13:44:04,13:52:47,13:55:10,13:57:52,,None,,,Channel_Recording,None,None,None,None,None,,,downsampled,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.01,P8S4_190321_352_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,53.5,Matching JEM & LIMS Information,Lamp5,Inh L1 LAMP5 NMBR,GABAergic,1.393429517407207,True,P8S4_190321_352_A01,H19.06.351.11.06.01.01,Pass,9153.0
81,H23.03.309.11.61.05,4.166804380441498,1.953409110454433,0.46880269196785707,2.620168177091995,0.6288195791937735,2.1.5,09/19/2023,10:00:56,2023-09-19,2023.0,9.0,19.0,09/18/2023,07/14/2023,07/19/2023,No,Human,H23.03.309.11.61,H23.03.309.11.61.05,Patch Tube,PCS4_230919_355_A01,audreym,3,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,1.0,nucleus_present,intentionally-surface,1900.0,45.0,3.8,No,Yes,67.0,Not Applicable,Not Applicable,No,22.0,18.0,4.5,2.65,2.88,14:18:15,,14:20:19,14:21:22,14:22:29,14:26:59,14:29:38,14:32:31,14:45:51,CN1633,,HMBA-UM1,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.309,H23.03.309.11.61.05,PCS4_230919_355_A01,positive,TP,EPhys_230918_02_B03_H,,,38.2,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,0.932359915346336,True,PCS4_230919_355_A01,H23.03.309.11.61.05,Pass,13111.0
82,H19.03.313.11.13.01.03,5.814272456616018,2.773575616127121,0.4770288349613011,3.4688084196283,0.596602317058804,2.0.8,06/04/2019,18:56:17,2019-06-04,2019.0,6.0,4.0,06/03/2019,04/30/2019,03/28/2019,No,Human,H19.03.313.11.13.01,H19.03.313.11.13.01.03,Patch Tube,P8S4_190604_353_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,2000.0,38.0,4.3,,,,,,,50.0,50.0,6.1,3.38,4.15,20:20:40,,,,20:22:28,20:28:34,20:31:57,20:36:06,20:43:14,None,,,Channel_Recording,None,None,None,None,None,,i can tell this cell is truncated ,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.313,H19.03.313.11.13.01.03,P8S4_190604_353_A01,not applicable,TemL,EPhys_190603_01_C03_H,H19.03.313,,38.5,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB FOLH1B,Glutamatergic,0.9871826974986676,True,P8S4_190604_353_A01,H19.03.313.11.13.01.03,Pass,11078.0
83,H19.03.310.11.06.02.05,9.415525191400882,4.508363837077495,0.4788223434625766,5.692569181108084,0.6045939090372844,2.0.8,04/25/2019,17:36:29,2019-04-25,2019.0,4.0,25.0,04/24/2019,04/04/2019,03/28/2019,No,Human,H19.03.310.11.06.02,H19.03.310.11.06.02.05,Patch Tube,P8S4_190425_356_A01,lindsayn,3,5.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,4.0,,nucleus_present,no,3000.0,40.0,4.0,,,,,,,55.0,55.0,0.28,0.02,0.0,17:43:08,,,,17:43:11,17:43:28,17:43:29,17:43:29,17:43:30,None,,,Channel_Recording,None,None,None,None,None,slice moved after I crashed pipette. #JEMlost,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.310,H19.03.310.11.06.02.05,P8S4_190425_356_A01,not applicable,SFG,EPhys_190422_03_B01_H,H19.03.310,,42.9,Matching JEM & LIMS Information,L4_IT,Exc L3-5 RORB ESR1,Glutamatergic,1.055335797340742,True,P8S4_190425_356_A01,H19.03.310.11.06.02.05,Pass,8579.0
84,H19.03.309.11.08.02.03,9.664761917481497,4.645292191862596,0.4806421753090731,5.298182191856554,0.5481958311123288,2.0.8,04/19/2019,13:11:28,2019-04-19,2019.0,4.0,19.0,04/18/2019,04/04/2019,03/28/2019,No,Human,H19.03.309.11.08.02,H19.03.309.11.08.02.03,Patch Tube,P8S4_190419_356_A01,lindsayn,3,3.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,4.0,,nucleus_present,no,1500.0,34.0,4.1,,,,,,,50.0,50.0,8.6,2.17,1.35,14:13:01,,,,14:13:50,14:22:26,14:24:36,14:25:57,14:35:43,None,,,Channel_Recording,None,None,None,None,None,,,junk on pipette,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.309,H19.03.309.11.08.02.03,P8S4_190419_356_A01,not applicable,SFG,EPhys_190415_06_A01_H,H19.03.309,,34.4,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,1.0715672806091852,True,P8S4_190419_356_A01,H19.03.309.11.08.02.03,Pass,10614.0
85,H23.03.307.11.60.08,7.306773884711583,3.535160924588052,0.48381966930506626,4.171575047650747,0.5709188642581636,2.1.5,07/26/2023,10:30:43,2023-07-26,2023.0,7.0,26.0,07/25/2023,06/08/2023,04/20/2023,No,Human,H23.03.307.11.60,H23.03.307.11.60.08,Patch Tube,PCS4_230726_157_A01,kamiliamn,2,8.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,3.0,3.0,nucleus_present,intentionally-surface,2000.0,183.9,3.7,No,No,30.0,Not Applicable,Not Applicable,No,48.0,45.0,17.35,5.02,3.8,16:09:49,,16:11:17,16:12:36,16:12:50,16:30:11,16:35:12,16:39:00,16:46:19,CN1390,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.307,H23.03.307.11.60.08,PCS4_230726_157_A01,positive,PLP,EPhys_230724_04_A03_H,H23.03.307,,183.9,Matching JEM & LIMS Information,Sst,Inh L1-3 SST CALB1,GABAergic,0.4621108883629489,True,PCS4_230726_157_A01,H23.03.307.11.60.08,Pass,14497.0
86,H19.03.315.11.05.01.02,5.898972568475178,2.979682950890227,0.5051189705159865,3.188891902173997,0.5405842907654497,2.0.8,07/09/2019,21:41:54,2019-07-09,2019.0,7.0,9.0,07/08/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.05.01,H19.03.315.11.05.01.02,Patch Tube,P2S4_190709_052_A01,rustym,4,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,2000.0,47.8,4.0,,,,,,,60.0,60.0,4.37,1.97,1.37,22:55:27,,,,22:56:41,23:01:03,23:03:01,23:04:23,23:11:48,None,,,Channel_Recording,None,None,None,None,None,,,reran prepulses sweeps 8,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.05.01.02,P2S4_190709_052_A01,,TemL,EPhys_190708_03_B03_H,H19.03.315,,47.8,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,0.9043603644852783,True,P2S4_190709_052_A01,H19.03.315.11.05.01.02,Pass,11241.0
87,H19.03.308.11.04.01.07,9.664318844451754,4.936664727583219,0.5108135200255047,5.229492063114643,0.5411133621814301,2.0.8,04/16/2019,13:01:54,2019-04-16,2019.0,4.0,16.0,04/15/2019,03/05/2019,03/28/2019,No,Human,H19.03.308.11.04.01,H19.03.308.11.04.01.07,Patch Tube,P2S4_190416_053_A01,rustym,4,9.0,,,,,SUCCESS,,,Cortical,TCx_L1,TCx,L1,4.0,,nucleus_present,no,2000.0,79.9,3.5,,,,,,,53.0,53.0,3.72,1.68,2.68,18:57:09,,,,18:58:43,19:02:26,19:04:07,19:06:48,19:12:44,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.308,H19.03.308.11.04.01.07,P2S4_190416_053_A01,not applicable,ITG,EPhys_190415_03_B01_H,H19.03.308,,79.9,Matching JEM & LIMS Information,Sncg,Inh L1 SST CHRNA4,GABAergic,0.9190335691958544,True,P2S4_190416_053_A01,H19.03.308.11.04.01.07,Pass,12475.0
88,H19.06.351.11.06.01.09,4.90796390776142,2.513346943856997,0.5120956451783207,2.752848948503047,0.5608942934869,2.0.8,03/21/2019,13:33:37,2019-03-21,2019.0,3.0,21.0,03/20/2019,02/05/2019,02/08/2019,No,Human,H19.06.351.11.06.01,H19.06.351.11.06.01.09,Patch Tube,P8S4_190321_360_A01,lindsayn,3,12.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,51.0,4.0,,,,,,,60.0,60.0,7.43,2.62,5.15,19:41:35,,,,19:42:33,19:49:59,19:52:36,19:57:45,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.06.351,H19.06.351.11.06.01.09,P8S4_190321_360_A01,not applicable,MTG,EPhys_190318_03_B01_H,H19.06.351,,51.9,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,0.9635510038986208,True,P8S4_190321_360_A01,H19.06.351.11.06.01.09,Pass,11198.0
89,H19.03.309.11.08.02.06,6.041848043495391,3.107555154288359,0.5143385156192284,3.622432794125164,0.5995570838669219,2.0.8,04/19/2019,13:11:28,2019-04-19,2019.0,4.0,19.0,04/18/2019,04/04/2019,03/28/2019,No,Human,H19.03.309.11.08.02,H19.03.309.11.08.02.06,Patch Tube,P8S4_190419_359_A01,lindsayn,3,8.0,,,,,SUCCESS,,,Cortical,FCx_L4,FCx,L4,5.0,,nucleus_present,no,1000.0,45.0,4.5,,,,,,,45.0,60.0,8.28,4.85,9.35,16:10:03,,,,16:11:02,16:19:19,16:24:10,16:33:31,16:40:20,None,,,Channel_Recording,None,None,None,None,None,,,channel recording seal decreased,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.309,H19.03.309.11.08.02.06,P8S4_190419_359_A01,not applicable,SFG,EPhys_190415_06_A01_H,H19.03.309,,44.9,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,0.8482548440566537,True,P8S4_190419_359_A01,H19.03.309.11.08.02.06,Pass,10502.0
90,H19.03.315.11.01.01.01,6.106959012765071,3.189406528686986,0.5222577263119549,3.049052418370739,0.49927507487727646,2.0.8,07/09/2019,18:33:24,2019-07-09,2019.0,7.0,9.0,07/05/2019,05/21/2019,06/24/2019,No,Human,H19.03.315.11.01.01,H19.03.315.11.01.01.01,Patch Tube,P8S4_190709_357_A01,lindsayn,3,1.0,,,,,SUCCESS,Negative,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,intentionally,2000.0,51.0,4.5,,,,,,,55.0,55.0,5.62,5.9,0.9,18:37:12,,,,18:38:15,18:43:52,18:49:46,18:50:40,18:54:24,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 13.41 corr 80,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.315,H19.03.315.11.01.01.01,P8S4_190709_357_A01,not applicable,TemL,EPhys_190708_03_A04_H,H19.03.315,,51.0,Matching JEM & LIMS Information,L5_IT,Exc L4-5 RORB DAPK2,Glutamatergic,1.0773998520717245,True,P8S4_190709_357_A01,H19.03.315.11.01.01.01,Pass,10615.0
91,H19.03.311.14.05.01.04,2.972157428841426,1.564285092419268,0.5263129998564848,1.814677667699363,0.6105590673259662,2.0.8,05/14/2019,13:22:04,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.311.14.05.01,H19.03.311.14.05.01.04,Patch Tube,P8S4_190514_355_A01,lindsayn,3,7.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,46.0,3.9,,,,,,,50.0,50.0,8.98,3.6,2.57,15:52:14,,,,15:53:40,16:02:39,16:06:15,16:08:49,16:17:02,None,,,Channel_Recording,None,None,None,None,None,,,"reran sus, still a bit noisy",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.311,H19.03.311.14.05.01.04,P8S4_190514_355_A01,not applicable,TemL,EPhys_190513_02_A04_H,H19.03.311,,46.0,Matching JEM & LIMS Information,L6_IT_Car3,Exc L5-6 THEMIS CRABP1,Glutamatergic,0.983602924075454,True,P8S4_190514_355_A01,H19.03.311.14.05.01.04,Pass,10467.0
92,H19.03.311.14.05.01.01,3.218664925161041,1.701400445835396,0.5286044013265124,2.353981806372603,0.7313534838531927,2.0.8,05/14/2019,13:22:04,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Human,H19.03.311.14.05.01,H19.03.311.14.05.01.01,Patch Tube,P8S4_190514_352_A01,lindsayn,3,4.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,4.0,,nucleus_present,no,2000.0,43.0,3.9,,,,,,,60.0,60.0,6.5,3.48,2.4,14:22:10,,,,14:23:00,14:29:30,14:32:59,14:35:23,14:42:48,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-MET,H19.03.311,H19.03.311.14.05.01.01,P8S4_190514_352_A01,not applicable,TemL,EPhys_190513_02_A04_H,H19.03.311,,43.1,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,0.734087316249236,True,P8S4_190514_352_A01,H19.03.311.14.05.01.01,Pass,9955.0
93,H19.03.314.12.07.01.03,3.344539571598334,1.772533933749582,0.5299784606532549,1.939004548065879,0.5797523116580263,2.0.8,06/18/2019,17:56:36,2019-06-18,2019.0,6.0,18.0,06/17/2019,05/09/2019,05/06/2019,No,Human,H19.03.314.12.07.01,H19.03.314.12.07.01.03,Patch Tube,P8S4_190618_358_A01,lindsayn,3,3.0,,,,,SUCCESS,,,Cortical,TCx_L4,TCx,L4,3.0,,nucleus_present,no,1600.0,42.0,4.2,,,,,,,65.0,65.0,7.37,4.55,4.67,19:22:12,,,,19:23:06,19:30:28,19:35:01,19:39:41,19:47:24,None,,,Channel_Recording,None,None,None,None,None,thick,,"compensated
whole cell 8.544 corr 80",,,,,,Homo Sapiens,hIVSCC-MET,H19.03.314,H19.03.314.12.07.01.03,P8S4_190618_358_A01,not applicable,MTG,EPhys_190617_02_A02_H,H19.03.314,,42.7,Matching JEM & LIMS Information,L5_IT,Exc L4-6 RORB SEMA3E,Glutamatergic,1.0126846482805785,True,P8S4_190618_358_A01,H19.03.314.12.07.01.03,Pass,13537.0
94,H23.03.307.12.63.03,1.75747569815515,0.9502888995021441,0.5407123981854641,0.8565541623470837,0.4873775286032246,2.1.5,07/27/2023,09:55:18,2023-07-27,2023.0,7.0,27.0,07/26/2023,06/08/2023,06/07/2023,No,Human,H23.03.307.12.63,H23.03.307.12.63.03,Patch Tube,PCS4_230727_403_A01,kristab,8,6.0,Success,,Success,,SUCCESS,Positive,,Cortical,TCx_L5,TCx,L5,1.0,3.0,nucleus_present,no,1408.0,65.1,4.6,No,Yes,0.0,Not Applicable,Not Applicable,No,53.0,52.0,7.8,3.75,2.75,14:31:09,,14:33:18,14:33:34,14:33:35,14:41:23,14:45:08,14:47:53,14:53:48,CN1633,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Homo Sapiens,hIVSCC-METc,H23.03.307,H23.03.307.12.63.03,PCS4_230727_403_A01,positive,,EPhys_230731_01_A02_H,H23.03.307,,65.1,Matching JEM & LIMS Information,L6_IT,Exc L5-6 THEMIS C1QL3,Glutamatergic,0.6230490543471175,True,PCS4_230727_403_A01,H23.03.307.12.63.03,Fail,7915.0
