,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_score,tree_subclass,tree_cluster,tree_class,patched_cell_container_label,cell_name_label,percent_cdna_longer_than_400bp_label,rna_amplification_pass_fail_label,amplified_quantity_ng_label,Genes.Detected.CPM_label,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
20,Pvalb-IRES-Cre;Ai14-470303.03.02.02,13.079695394457,,,,,2.0.8,06/21/2019,10:08:26,2019-06-21,2019.0,6.0,21.0,06/17/2019,05/09/2019,05/06/2019,No,Mouse,Pvalb-IRES-Cre;Ai14-470303.03.02,Pvalb-IRES-Cre;Ai14-470303.03.02.02,Patch Tube,P8S4_190621_352_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,4000.0,50.0,4.4,,,,,,,40.0,40.0,4.42,1.87,8.03,10:53:32,,,,10:54:29,10:58:54,11:00:46,11:08:48,11:11:46,None,,,Channel_Recording,None,None,None,None,None,,,WC 16.90 corr 80,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-470303,Pvalb-IRES-Cre;Ai14-470303.03.02.02,P8S4_190621_352_A01,positive,VISp5,DABpilot_190617_A01_M,470303,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,50.6,Matching JEM & LIMS Information,1.0,Pvalb,Pvalb_Sema3e_Kank4,GABAergic,P8S4_190621_352_A01,Pvalb-IRES-Cre;Ai14-470303.03.02.02,0.593,Pass,34.35107922,9548.0,0.937958164930282,True
26,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02.01,4.804886456200918,,,,,2.0.8,09/17/2020,15:02:50,2020-09-17,2020.0,9.0,17.0,09/16/2020,07/13/2020,06/15/2020,No,Mouse,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02.01,Patch Tube,P8S4_200917_352_A01,lindsayn,4,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,2.0,,nucleus_present,no,1000.0,42.0,4.0,,,,,,,50.0,50.0,21.28,0.02,0.02,15:14:19,,,,15:14:22,15:35:39,15:35:40,15:35:41,15:35:41,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02.01,P8S4_200917_352_A01,,RSPagl5,EPhys_200921_01_A02_M,544370,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.041400002,Matching JEM & LIMS Information,1.0,Sst,Sst_Myh8_Etv1,GABAergic,P8S4_200917_352_A01,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02.01,0.623,Pass,13.22822468,6109.0,0.816203444546059,True
27,Pvalb-IRES-Cre;Ai14-665565.02.01.02,13.20767506523996,,,,,2.1.5,03/09/2023,09:38:50,2023-03-09,2023.0,3.0,9.0,03/08/2023,12/06/2022,12/09/2022,No,Mouse,Pvalb-IRES-Cre;Ai14-665565.02.01,Pvalb-IRES-Cre;Ai14-665565.02.01.02,Patch Tube,PXS4_230309_252_A01,marshallv,8,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,1.0,3.0,nucleus_present,no,1452.0,55.0,4.7,No,Yes,35.0,100us,Multiple,No,41.0,47.0,16.3,4.23,2.72,10:45:07,,10:47:57,10:47:59,10:48:57,11:05:15,11:09:29,11:12:12,11:18:27,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-METx,Pvalb-IRES-Cre;Ai14-665565,Pvalb-IRES-Cre;Ai14-665565.02.01.02,PXS4_230309_252_A01,positive,,EPhys_230313_01_A01_M,665565,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,55.0,Matching JEM & LIMS Information,1.0,Pvalb,Pvalb_Tpbg,GABAergic,PXS4_230309_252_A01,Pvalb-IRES-Cre;Ai14-665565.02.01.02,0.535,Pass,4.938031848,7474.0,0.8927670132318233,True
28,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02.01,48.6747095151273,,,,,2.0.8,09/24/2020,15:11:42,2020-09-24,2020.0,9.0,24.0,09/23/2020,09/01/2020,06/15/2020,No,Mouse,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02.01,Patch Tube,P8S4_200924_353_A01,lindsayn,4,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1500.0,40.0,3.0,,,,,,,30.0,30.0,7.23,1.02,1.43,15:12:03,,,,15:14:19,15:21:33,15:22:34,15:24:00,15:25:36,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02.01,P8S4_200924_353_A01,positive,VISp,EPhys_200928_01_A03_M,546083,Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.022099994,Matching JEM & LIMS Information,0.57,Sst,Sst_Nts,GABAergic,P8S4_200924_353_A01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02.01,0.243,Fail,13.0917686,6475.0,0.6842548042979406,True
30,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02.02,4.121035110454851,,,,,2.0.8,06/18/2019,13:09:06,2019-06-18,2019.0,6.0,18.0,06/17/2019,05/09/2019,05/06/2019,No,Mouse,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02.02,Patch Tube,P8S4_190618_354_A01,lindsayn,3,3.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,intentionally,1000.0,42.0,4.6,,,,,,,45.0,45.0,3.72,2.33,2.8,14:02:36,,,,14:03:38,14:07:21,14:09:41,14:12:29,14:16:18,None,,,Channel_Recording,None,None,None,None,None,,,compensated whole cell 8.99 corr 80,,,,,,Mus musculus,mIVSCC-MET,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02.02,P8S4_190618_354_A01,positive,VISp5,EPhys_190617_01_C03_M,470551,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,42.6,Matching JEM & LIMS Information,0.91,Sst,Sst_Crhr2_Efemp1,GABAergic,P8S4_190618_354_A01,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02.02,0.589,Pass,24.72223728,8942.0,1.014739939631714,True
31,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01.01,10.22591593723668,,,,,2.0.8,04/02/2019,14:56:03,2019-04-02,2019.0,4.0,2.0,04/01/2019,03/05/2019,02/08/2019,No,Mouse,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01.01,Patch Tube,P8S4_190402_356_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,3.0,,nucleus_present,intentionally,2300.0,63.0,5.2,,,,,,,45.0,45.0,6.37,2.45,3.12,15:15:21,,,,15:16:20,15:22:42,15:25:09,15:28:16,,None,,,Channel_Recording,None,None,None,None,None,,,"#sigmacote-yes
lost seal",,,,,,Mus musculus,mIVSCC-MET,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01.01,P8S4_190402_356_A01,positive,VISp5,EPhys_190401_01_D05_M,454284,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,63.7,Matching JEM & LIMS Information,0.94,Sst,Sst_Rxfp1_Eya1,GABAergic,P8S4_190402_356_A01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01.01,0.533,Pass,25.68585078,9381.0,0.6949331233517619,True
35,Esr2-IRES2-Cre;Ai14-494673.04.02.01,5.656401599016254,,,,,2.0.8,10/29/2019,13:32:33,2019-10-29,2019.0,10.0,29.0,10/28/2019,09/25/2019,09/16/2019,No,Mouse,Esr2-IRES2-Cre;Ai14-494673.04.02,Esr2-IRES2-Cre;Ai14-494673.04.02.01,Patch Tube,P8S4_191029_351_A01,lindsayn,5,1.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,41.0,4.2,,,,,,,50.0,50.0,6.35,2.27,9.55,13:43:13,,,,13:44:09,13:50:30,13:52:46,14:02:19,14:03:24,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 16.91 corr 80,,,,,,Mus musculus,mIVSCC-MET,Esr2-IRES2-Cre;Ai14-494673,Esr2-IRES2-Cre;Ai14-494673.04.02.01,P8S4_191029_351_A01,negative,VISp5,EPhys_191028_01_C03_M,494673,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,41.0,Matching JEM & LIMS Information,1.0,L5_ET,L5_ET_VISp_C1ql2_Ptgfr,Glutamatergic,P8S4_191029_351_A01,Esr2-IRES2-Cre;Ai14-494673.04.02.01,0.655,Pass,16.96871634,9011.0,0.8478242212650081,True
36,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02.03,3.149329788283025,,,,,2.0.8,06/17/2019,14:05:45,2019-06-17,2019.0,6.0,17.0,06/14/2019,05/09/2019,05/06/2019,No,Mouse,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02.03,Patch Tube,P8S4_190617_355_A01,lindsayn,3,3.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,intentionally,3000.0,51.0,4.1,,,,,,,43.0,43.0,4.72,2.98,2.97,15:11:56,,,,15:13:53,15:18:36,15:21:35,15:24:33,15:32:52,None,,,Channel_Recording,None,None,None,None,None,,,ignore everything after sweep 58,,,,,,Mus musculus,mIVSCC-MET,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02.03,P8S4_190617_355_A01,positive,VISp5,EPhys_190617_01_B02_M,470550,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,51.8,Matching JEM & LIMS Information,0.5,Sst,Sst_Hpse_Cbln4,GABAergic,P8S4_190617_355_A01,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02.03,0.609,Pass,50.62431014,11334.0,0.890500524292603,True
37,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904.04.02.01,4.329244610014656,,,,,2.0.7,01/31/2019,13:21:55,2019-01-31,2019.0,1.0,31.0,01/30/2019,11/13/2018,12/05/2018,No,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904.04.02,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904.04.02.01,Patch Tube,P8S4_190131_354_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,33.0,6.0,,,,,,,45.0,45.0,13.08,2.03,1.57,13:28:41,,,,13:29:36,13:42:41,13:44:43,13:46:17,,None,,,Channel_Recording,None,None,None,None,None,slice got mangled in PFA,had to use backup rheo,lost channel recording seal during leaks,,,,,,Mus musculus,mIVSCC-MET,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904.04.02.01,P8S4_190131_354_A01,positive,VISl5,EPhys_190128_03_C01_M,439904,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,32.4,Matching JEM & LIMS Information,0.53,Sst_Chodl,Sst_Chodl,GABAergic,P8S4_190131_354_A01,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-439904.04.02.01,0.549,Pass,14.09636449,8472.0,0.8649346039894898,True
40,Sncg-IRES2-FlpO-neo;Ai65F-451119.03.02.02,11.73001846265271,,,,,2.0.8,04/26/2019,10:47:51,2019-04-26,2019.0,4.0,26.0,04/25/2019,04/04/2019,03/28/2019,No,Mouse,Sncg-IRES2-FlpO-neo;Ai65F-451119.03.02,Sncg-IRES2-FlpO-neo;Ai65F-451119.03.02.02,Patch Tube,P8S4_190426_352_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,intentionally,2000.0,35.0,4.1,,,,,,,45.0,45.0,6.28,3.27,2.13,11:20:08,,,,11:21:11,11:27:28,11:30:44,11:32:52,11:34:32,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Sncg-IRES2-FlpO-neo;Ai65F-451119,Sncg-IRES2-FlpO-neo;Ai65F-451119.03.02.02,P8S4_190426_352_A01,positive,VISp2/3,EPhys_190422_01_D04_M,451119,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,35.9,Matching JEM & LIMS Information,0.88,Sncg,Sncg_Gpr50,GABAergic,P8S4_190426_352_A01,Sncg-IRES2-FlpO-neo;Ai65F-451119.03.02.02,0.692,Pass,25.63853758,9230.0,0.8033875642939133,True
45,Ctgf-T2A-dgCre;Ai14-533671.03.01.01,2.223024049200048,,,,,2.0.8,07/13/2020,15:40:46,2020-07-13,2020.0,7.0,13.0,07/10/2020,06/15/2020,06/15/2020,No,Mouse,Ctgf-T2A-dgCre;Ai14-533671.03.01,Ctgf-T2A-dgCre;Ai14-533671.03.01.01,Patch Tube,P8S4_200713_355_A01,lindsayn,1,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,3.0,,nucleus_present,no,2000.0,49.0,4.0,,,,,,,55.0,55.0,4.72,2.07,3.88,16:00:36,,,,16:00:39,16:05:22,16:07:26,16:11:19,16:16:00,None,,,Channel_Recording,None,None,None,None,None,WSE testing,,#comp WC 31 corr 80,,,,,,Mus musculus,mIVSCC-MET,Ctgf-T2A-dgCre;Ai14-533671,Ctgf-T2A-dgCre;Ai14-533671.03.01.01,P8S4_200713_355_A01,positive,VISp6a,EPhys_200709_02_B02_M,533671,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,0.151999295,Matching JEM & LIMS Information,1.0,L6b,L6b_VISp_Mup5,Glutamatergic,P8S4_200713_355_A01,Ctgf-T2A-dgCre;Ai14-533671.03.01.01,0.632,Pass,15.44378423,8400.0,0.6950287197770906,True
47,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199.04.01.01,5.710824791504513,,,,,2.0.8,09/29/2020,15:26:31,2020-09-29,2020.0,9.0,29.0,09/28/2020,09/01/2020,09/08/2020,No,Mouse,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199.04.01.01,Patch Tube,PAS4_200929_455_A01,ramr,6,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,2.0,,nucleus_present,no,2200.0,23.1,3.4,,,,,,,60.0,60.0,5.15,1.52,5.75,15:49:54,,,,15:51:51,15:57:00,15:58:31,16:04:16,16:06:22,None,,,Channel_Recording,None,None,None,None,None,,,#fill_quality_2,,,,,,Mus musculus,mIVSCC-MET,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199.04.01.01,PAS4_200929_455_A01,positive,VISp,EPhys_200928_03_A02_M,546199,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,22.4,Matching JEM & LIMS Information,0.54,Sst,Sst_Crh_4930553C11Rik,GABAergic,PAS4_200929_455_A01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-546199.04.01.01,0.207,Fail,12.51869876,5356.0,0.6967216794052635,True
48,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.02,29.38015439316338,,,,,2.0.8,10/20/2020,11:22:51,2020-10-20,2020.0,10.0,20.0,10/19/2020,09/01/2020,09/08/2020,No,Mouse,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.02,Patch Tube,PES4_201020_652_A01,katherineb,6,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,intentionally,1500.0,76.0,3.9,,,,,,,34.0,34.0,8.37,0.45,2.28,12:56:50,,,,12:58:57,13:07:19,13:07:46,13:10:03,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.02,PES4_201020_652_A01,positive,VISp,EPhys_201019_01_C02_M,549381,Slc17a8-iCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,65.0,Matching JEM & LIMS Information,0.55,Sst,Sst_Rxfp1_Prdm8,GABAergic,PES4_201020_652_A01,Slc17a8-iCre;Slc32a1-IRES2-FlpO;Ai65-549381.05.02.02,0.484,Pass,10.23155424,6362.0,0.5275984648881912,True
50,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.05.02.01,3.421373050214113,,,,,2.0.8,07/07/2020,13:47:22,2020-07-07,2020.0,7.0,7.0,07/06/2020,06/15/2020,06/15/2020,No,Mouse,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.05.02,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.05.02.01,Patch Tube,PES4_200707_652_A01,katherineb,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,intentionally,3000.0,57.6,4.5,,,,,,,35.0,33.0,6.1,0.42,2.12,14:11:25,,,,14:13:08,14:19:14,14:19:39,14:21:46,14:24:41,None,,,Channel_Recording,None,None,None,None,None,,#tdt-,,,,,,,Mus musculus,mIVSCC-MET,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.05.02.01,PES4_200707_652_A01,positive,VISpm5,EPhys_200701_01_C01_M,534696,Tac1-IRES2-Cre/wt;Vip-IRES-FlpO/wt;Ai193(TICL-EGFP-ICF-tdT)-hyg/wt,57.6,Matching JEM & LIMS Information,0.92,L5_ET,L5_ET_VISp_Lgr5,Glutamatergic,PES4_200707_652_A01,Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.05.02.01,0.618,Pass,12.03767927,9103.0,0.6500183145084995,True
51,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808.03.02.02,12.74370953285569,,,,,2.0.8,10/27/2020,15:49:47,2020-10-27,2020.0,10.0,27.0,10/27/2020,09/01/2020,10/21/2020,No,Mouse,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808.03.02,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808.03.02.02,Patch Tube,P8S4_201027_354_A01,lindsayn,6,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,56.0,3.2,,,,,,,40.0,40.0,8.57,3.07,1.88,16:30:01,,,,16:31:38,16:40:12,16:43:16,16:45:09,16:47:10,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808.03.02.02,P8S4_201027_354_A01,positive,VISp,EPhys_201026_01_A03_M,550808,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,56.3,Matching JEM & LIMS Information,0.82,Sst,Sst_Rxfp1_Eya1,GABAergic,P8S4_201027_354_A01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-550808.03.02.02,0.653,Pass,15.46193658,8275.0,0.6617773199962735,True
53,Rbp4-Cre_KL100;Ai14-499550.04.02.02,3.593060392925982,,,,,2.0.8,12/05/2019,10:23:30,2019-12-05,2019.0,12.0,5.0,12/04/2019,10/17/2019,10/28/2019,No,Mouse,Rbp4-Cre_KL100;Ai14-499550.04.02,Rbp4-Cre_KL100;Ai14-499550.04.02.02,Patch Tube,PAS4_191205_452_A01,ramr,7,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,intentionally,2600.0,68.8,4.8,,,,,,,36.0,36.0,5.1,1.72,5.38,10:55:12,,,,10:58:03,11:03:09,11:04:52,11:10:15,11:13:39,None,,,Channel_Recording,None,None,None,None,None,,,"#comp WC 4.901, corr 80. #ND, excellent fill. ",,,,,,Mus musculus,mIVSCC-MET,Rbp4-Cre_KL100;Ai14-499550,Rbp4-Cre_KL100;Ai14-499550.04.02.02,PAS4_191205_452_A01,positive,VISp5,EPhys_191202_03_A06_M,499550,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,68.8,Matching JEM & LIMS Information,0.97,L5_ET,L5_ET_VISp_Krt80,Glutamatergic,PAS4_191205_452_A01,Rbp4-Cre_KL100;Ai14-499550.04.02.02,0.562,Pass,26.08731796,10480.0,0.6593713204451165,True
55,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02.01,10.42552970274644,,,,,2.0.7,02/08/2019,10:49:14,2019-02-08,2019.0,2.0,8.0,02/07/2019,01/25/2019,12/05/2018,No,Mouse,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02.01,Patch Tube,P8S4_190208_352_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,61.0,3.7,,,,,,,45.0,45.0,4.9,1.35,2.13,11:02:02,,,,11:03:18,11:08:12,11:09:33,11:11:41,,None,,,Channel_Recording,None,None,None,None,None,,,lost channel recording after leaks,,,,,,Mus musculus,mIVSCC-MET,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02.01,P8S4_190208_352_A01,positive,VISp2/3,EPhys_190204_02_B04_M,440917,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,61.3,Matching JEM & LIMS Information,0.67,Sst,Sst_Mme_Fam114a1,GABAergic,P8S4_190208_352_A01,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02.01,0.522,Pass,19.43861231,9248.0,1.1762418182921626,True
56,Sst-IRES-Cre;Ai14-661648.02.02.02,21.96521634673605,,,,,2.1.5,02/08/2023,15:27:22,2023-02-08,2023.0,2.0,8.0,02/07/2023,11/08/2022,12/09/2022,No,Mouse,Sst-IRES-Cre;Ai14-661648.02.02,Sst-IRES-Cre;Ai14-661648.02.02.02,Patch Tube,PXS4_230208_153_A01,kamiliamn,3,3.0,Success,,Success,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,3.0,nucleus_present,no,2000.0,52.8,4.7,No,Yes,34.0,25us,Multiple,No,45.0,45.0,3.07,5.58,1.82,16:17:02,,16:17:30,16:20:02,16:21:04,16:24:08,16:29:43,16:31:32,16:38:59,None,,,Channel_Recording,Morphology Clearing,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Ai14-661648,Sst-IRES-Cre;Ai14-661648.02.02.02,PXS4_230208_153_A01,positive,,EPhys_230206_05_A03_M,661648,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,52.8,Matching JEM & LIMS Information,0.36,Pvalb,Pvalb_Gabrg1,GABAergic,PXS4_230208_153_A01,Sst-IRES-Cre;Ai14-661648.02.02.02,0.422,Fail,2.977589509,3635.0,0.2886104890180717,False
